Unnamed: 0,id,source,prompt,completion,completion_type,completion_generated
100,100,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 0 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_nsWuMt6tEei97MD7GK1RmA', 'key':'documentation','value':'Activity groups are a generic grouping construct for nodes and edges. Nodes and edges can belong to more than one group.\\n\\nThey have no inherent semantics and can be used for various purposes. Subclass'}}""

$$",['Add_node'],
101,101,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 3 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Remove', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_ftgaGN6tEei97MD7GK1RmA', 'key':'documentation','value':'Redefines the corresponding property from Basic to derive this information from the return result for this Operation.\\r\\nSpecifies the upper multiplicity of the return parameter, if present.'}}""

$$",['Remove_node'],
102,102,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_ftjeQN6tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@43b9d91f (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@4d4d0393 (expression: EDiagnosticChain)','eOperation':'edges'}}"" _

$$",['Add_node'],
103,103,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 4 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Remove', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_t2Ova96tEei97MD7GK1RmA', 'key':'suppressedVisibility','value':'true'}}""

$$",['Remove_node'],
104,104,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 1 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],
105,105,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.type_and_ordering','EStringToStringMapEntry.documentation'],['EOperation.type_and_ordering','EAnnotation.type_and_ordering'],['EOperation.type_and_ordering','EAnnotation.type_and_ordering']"," 2 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_2Y__6t6tEei97MD7GK1RmA', 'key':'documentation','value':'The type and ordering of the result OutputPin are the same as the type and ordering of the variable.\\nresult.type =variable.type and \\nresult.isOrdered = variable.isOrdered'}}""

$$",['Add_node'],
106,106,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.ownedParameter','EStringToStringMapEntry.documentation'],['EReference.ownedParameter','EAnnotation.ownedParameter'],['EReference.ownedParameter','EAnnotation.ownedParameter']"," 2 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_wIGjjN6tEei97MD7GK1RmA', 'key':'documentation','value':'References a list of parameters to the behavior which describes the order and type of arguments that can be given when the behavior is invoked and of the values which will be returned when the behavio'}}""

$$",['Add_node'],
107,107,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 0 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],
108,108,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_ftjduN6tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@41a32adc (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@39c213c1 (expression: EDiagnosticChain)','eOperation':'no_incoming_edges'}}"" _

$$",['Add_node'],
109,109,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 3 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Remove', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_07Rf896tEei97MD7GK1RmA', 'key':'documentation','value':'A structural feature is a typed feature of a classifier that specifies the structure of instances of the classifier.\\nBy specializing multiplicity element, it supports a multiplicity that specifies val'}}""

$$",['Remove_node'],
110,110,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.multiplicity','EStringToStringMapEntry.documentation'],['EOperation.multiplicity','EAnnotation.multiplicity'],['EOperation.multiplicity','EAnnotation.multiplicity']"," 3 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_wIHKwd6tEei97MD7GK1RmA', 'key':'documentation','value':'The multiplicity of ExtensionEnd is 0..1 or 1.\\n(self->lowerBound() = 0 or self->lowerBound() = 1) and self->upperBound() = 1'}}""

$$",['Add_node'],
111,111,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],
112,112,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 1 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],
113,113,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],
114,114,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 2 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Remove', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_07RqDd6tEei97MD7GK1RmA', 'key':'documentation','value':'References the general classifier in the Generalization relationship.\\n<p>From package UML (URI {@literal http://www.omg.org/spec/UML/20110701}).</p>'}}""

$$",['Remove_node'],
115,115,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.realizingClassifier','EStringToStringMapEntry.documentation'],['EReference.realizingClassifier','EAnnotation.realizingClassifier'],['EReference.realizingClassifier','EAnnotation.realizingClassifier']"," 2 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oCKXd6tEei97MD7GK1RmA', 'key':'documentation','value':'The classifiers that are involved in the implementation of the Component that owns this Realization.\\n<p>Merged from package UML (URI {@literal http://www.omg.org/spec/UML/20110701}).</p>'}}""

$$",['Add_node'],
116,116,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 3 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],
117,117,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.result','EStringToStringMapEntry.documentation'],['EReference.result','EAnnotation.result'],['EReference.result','EAnnotation.result']"," 1 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_wIIBut6tEei97MD7GK1RmA', 'key':'documentation','value':'The pin on which are put the objects participating in the association at the end not specified by the inputs.'}}""

$$",['Add_node'],
118,118,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_fthDhN6tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@2cb8f11a (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@68798e3e (expression: EDiagnosticChain)','eOperation':'messages_combined_fragment'}}"" _

$$",['Add_node'],
119,119,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],
120,120,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_ftjc2N6tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@262b34ab (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@21de19e6 (expression: EDiagnosticChain)','eOperation':'association_class'}}"" _

$$",['Add_node'],
121,121,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 1 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],
122,122,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.ownedEnd','EStringToStringMapEntry.documentation'],['EReference.ownedEnd','EAnnotation.ownedEnd'],['EReference.ownedEnd','EAnnotation.ownedEnd']"," 3 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oBymt6tEei97MD7GK1RmA', 'key':'documentation','value':'The ends that are owned by the association itself.\\n<p>Merged from package UML (URI {@literal http://www.omg.org/spec/UML/20110701}).</p>'}}""

$$",['Add_node'],
123,123,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],
124,124,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],
125,125,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 2 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],
126,126,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_ftgds96tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@4739447a (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@4c1ea695 (expression: EDiagnosticChain)','eOperation':'choice_vertex'}}"" _

$$",['Add_node'],
127,127,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 4 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],
128,128,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],
129,129,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.decider','EStringToStringMapEntry.documentation'],['EReference.decider','EAnnotation.decider'],['EReference.decider','EAnnotation.decider']"," 3 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_1u0yx96tEei97MD7GK1RmA', 'key':'documentation','value':'An OutputPin on an Action in the test section whose Boolean value determines whether to continue executing the loop bodyPart.\\n<p>From package UML::Actions.</p>'}}""

$$",['Add_node'],
130,130,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.getUpper','EStringToStringMapEntry.suppressedVisibility'],['EOperation.getUpper','EAnnotation.getUpper'],['EOperation.getUpper','EAnnotation.getUpper'],['EAnnotation.getUpper','EStringToStringMapEntry.documentation']"," 0 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_t2OuOt6tEei97MD7GK1RmA', 'key':'documentation','value':'The derived upper attribute must equal the upperBound.\\r\\nresult = upperBound()'}}""

$$",['Add_node'],
131,131,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.multiplicity','EStringToStringMapEntry.documentation'],['EOperation.multiplicity','EAnnotation.multiplicity'],['EOperation.multiplicity','EAnnotation.multiplicity']"," 2 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_wIICvd6tEei97MD7GK1RmA', 'key':'documentation','value':'The multiplicity of the result output pin is 1..1.\\nself.result.multiplicity.is(1,1)'}}""

$$",['Add_node'],
132,132,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],
133,133,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 0 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],
134,134,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.ends_of_association','EStringToStringMapEntry.documentation'],['EOperation.ends_of_association','EAnnotation.ends_of_association'],['EOperation.ends_of_association','EAnnotation.ends_of_association']"," 3 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_wIIB3d6tEei97MD7GK1RmA', 'key':'documentation','value':'The ends of the association must not be static.\\nself.end.association.memberEnd->forall(e | not e.isStatic)'}}""

$$",['Add_node'],
135,135,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],
136,136,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_fti3kt6tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@1a60af71 (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@252026d8 (expression: EDiagnosticChain)','eOperation':'multiplicity_of_output'}}"" _

$$",['Add_node'],
137,137,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],
138,138,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 4 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],
139,139,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],
140,140,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],
141,141,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 1 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Add_node'],
142,142,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.type_is_classifier','EStringToStringMapEntry.documentation'],['EOperation.type_is_classifier','EAnnotation.type_is_classifier'],['EOperation.type_is_classifier','EAnnotation.type_is_classifier']"," 4 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_wIIBBN6tEei97MD7GK1RmA', 'key':'documentation','value':'The type of the result output pin is the classifier.\\ntrue'}}""

$$",['Add_node'],
143,143,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.multiplicity','EStringToStringMapEntry.documentation'],['EOperation.multiplicity','EAnnotation.multiplicity'],['EOperation.multiplicity','EAnnotation.multiplicity']"," 3 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_1u02yd6tEei97MD7GK1RmA', 'key':'documentation','value':'The multiplicity of the InputPins is 1..1.\\nfirst.is(1,1) and second.is(1,1)\\n'}}""

$$",['Add_node'],
144,144,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 2 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_ftiQbt6tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@266fcfdd (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@634cf485 (expression: EDiagnosticChain)','eOperation':'same_type'}}"" _

$$",['Add_node'],
145,145,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 0 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_fthB9d6tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@17974d83 (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@7734ae11 (expression: EDiagnosticChain)','eOperation':'deployment_artifact'}}"" _

$$",['Add_node'],
146,146,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 2 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" _ _

$$",['Remove_node'],
147,147,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.qualifier','EStringToStringMapEntry.documentation'],['EReference.qualifier','EAnnotation.qualifier'],['EReference.qualifier','EAnnotation.qualifier']"," 2 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oBzot6tEei97MD7GK1RmA', 'key':'documentation','value':'An optional list of ordered qualifier attributes for the end. If the list is empty, then the Association is not qualified.\\n<p>Merged from package UML (URI {@literal http://www.omg.org/spec/UML/2011070'}}""

$$",['Add_node'],
148,148,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.allow_access','EStringToStringMapEntry.documentation'],['EOperation.allow_access','EAnnotation.allow_access'],['EOperation.allow_access','EAnnotation.allow_access']"," 2 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_wIH6g96tEei97MD7GK1RmA', 'key':'documentation','value':'The visibility of at least one end must allow access to the class using the action.\\ntrue'}}""

$$",['Add_node'],
149,149,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 0 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Remove', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oB6A96tEei97MD7GK1RmA', 'key':'documentation','value':'The State in which the connection point refreshens are defined.\\n<p>Merged from package UML (URI {@literal http://www.omg.org/spec/UML/20110701}).</p>'}}""

$$",['Remove_node'],
150,150,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.QualifierValue','EStringToStringMapEntry.documentation'],['EClass.QualifierValue','EAnnotation.QualifierValue'],['EClass.QualifierValue','EAnnotation.QualifierValue']"," 1 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oCL4t6tEei97MD7GK1RmA', 'key':'documentation','value':'A qualifier value is not an action. It is an element that identifies links. It gives a single qualifier within a link end data specification.\\n<p>Merged from package UML (URI {@literal http://www.omg.o'}}""

$$",['Add_node'],
151,151,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 3 0 ""{'changeType': 'Remove', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Remove', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_nsW2Bt6tEei97MD7GK1RmA', 'key':'documentation','value':'The pin on which are put the objects participating in the association at the end not specified by the inputs.\\n\\n'}}""

$$",['Remove_node'],
152,152,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,," 0 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eAnnotations'}"" ""{'changeType': 'Preserve', 'type': 'object', 'className': 'EParameter', 'attributes': {'id': '_fthox96tEei97MD7GK1RmA', 'eAnnotations':['org.eclipse.emf.ecore.impl.EAnnotationImpl@46a75025 (source: http://www.eclipse.org/emf/2002/GenModel)'],'name':'diagnostics','ordered':'true','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'EDiagnosticChain','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@841ee4b (expression: EDiagnosticChain)','eOperation':'input_output_parameter'}}"" _

$$",['Add_node'],
153,153,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.type','EStringToStringMapEntry.documentation'],['EReference.type','EAnnotation.type'],['EReference.type','EAnnotation.type']"," 1 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oB2LN6tEei97MD7GK1RmA', 'key':'documentation','value':'This information is derived from the return result for this Operation.\\nSpecifies the return result of the operation, if present.\\n<p>Merged from package UML (URI {@literal http://www.omg.org/spec/UML/2'}}""

$$",['Add_node'],
154,154,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.Type','EStringToStringMapEntry.documentation'],['EClass.Type','EAnnotation.Type'],['EClass.Type','EAnnotation.Type']"," 2 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oBvft6tEei97MD7GK1RmA', 'key':'documentation','value':'A type is a named element that is used as the type for a typed element. A type can be contained in a package.\\nA type constrains the values represented by a typed element.\\n<p>Merged from package UML (U'}}""

$$",['Add_node'],
