,Unnamed: 0,id,source,prompt,ramc_completion,completion_type,completion,new_node_gt,anchor_node_gt,completion_string,simplified_gt_association,simplified_gen_association,simplified_concept_ranked,same_association,same_concept,class_names_gt,names_gt,class_names_gen,names_gen,same_class_name,same_name
154,154,154,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.Type','EStringToStringMapEntry.documentation'],['EClass.Type','EAnnotation.Type'],['EClass.Type','EAnnotation.Type']"," 2 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oBvft6tEei97MD7GK1RmA', 'key':'documentation','value':'A type is a named element that is used as the type for a typed element. A type can be contained in a package.\\nA type constrains the values represented by a typed element.\\n<p>Merged from package UML (U'}}""

$$",['Add_node'],"['EAnnotation.Type','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.Type,"[""['EAnnotation.Type', 'EStringToStringMapEntry.documentator'], ['EAnnotation.Type', '"", ""['EClass.Type', 'EAnnotationType.Type']].\n['EClass.Type', 'EAnnotation"", ""['EClass.Type', 'EClass.Type'], ['EClass.Type', 'EAnnotation.Type']"", ""['EAnnotation.Type', 'EAnnotation.type'].\n['EAnnotation.Type', 'EAnnotation.type"", ""['EAnnotation.Type', 'EStringToStringMapEntry.name'], ['EAnnotation.Type', 'E"", ""['EClass.Context', 'EAnnotation.Context'], ['EClass.Generator', 'EAnnotation.G"", ""['EAnnotation.Type', 'EStringToStringMapEntry.id'], ['EAnnotation.Type', 'E""]","['EAnnotation.Type','EStringToStringMapEntry.documentation']","['EAnnotation.Type','EStringToStringMapEntry.documentator']",EAnnotation.Type,False,False,EStringToStringMapEntry,documentation,EAnnotation,Type,False,False
156,156,156,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.LiteralNull','EStringToStringMapEntry.documentation'],['EClass.LiteralNull','EAnnotation.LiteralNull'],['EClass.LiteralNull','EAnnotation.LiteralNull']"," 2 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_oBpnAt6tEei97MD7GK1RmA', 'key':'documentation','value':'A literal null specifies the lack of a value.'}}""

$$",['Add_node'],"['EAnnotation.LiteralNull','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.LiteralNull,"[""['EAnnotation.LiteralNull', 'EStringToStringMapEntry.keyword'], ['EAnnotation.Literal"", ""['EClass.LiteralNull', 'EObject.LiteralNull'].\n\nFacet relations:"", ""['EClass.LiteralNull', 'EAnnotation.LiteralNull'],['EAnnotation.LiteralNull',"", ""['EAnnotation.LiteralNull', 'EAnnotation.Documentation']].\n[['Type', 'Name'],"", ""['EAnnotation.LiteralNull', 'EAnnotation.LiteralNull']].\n['EAnnotation.Literal"", ""['EClass.LiteralNull', 'EAnnotation.LiteralNull'], ['EAnnotation.LiteralNull"", ""['EAnnotation.LiteralNull', 'EAnnotation.LiteralNull.documentation'],\n['EAnnotation.Literal""]","['EAnnotation.LiteralNull','EStringToStringMapEntry.documentation']","['EClass.LiteralNull','EAnnotation.LiteralNull']",EAnnotation.LiteralNull,False,False,EStringToStringMapEntry,documentation,EAnnotation,LiteralNull,False,False
160,160,160,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.represented','EStringToStringMapEntry.documentation'],['EReference.represented','EAnnotation.represented'],['EReference.represented','EAnnotation.represented']"," 2 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oCQJd6tEei97MD7GK1RmA', 'key':'documentation','value':'Determines the classifiers that will specify the structure and nature of the information. An information item represents all its represented classifiers.\\n<p>Merged from package UML (URI {@literal http'}}""

$$",['Add_node'],"['EAnnotation.represented','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.represented,"[""['EAnnotation.represented', 'EStringToStringMapEntry.text']].\n[['Person', '"", ""['EReference.represented', 'EAnnotation.represented'], ['EAnnotation.represent"", ""['Reference.represented', 'Annotation.represented']].\n['Reference.referencing', '"", ""['EAnnotation.represented', 'EAnnotation.represented'], ['EAnnotation.represented"", ""['EAnnotation.represented', 'EStringToStringMapEntry.reference']].\n['EAnnotation.re"", ""['EAnnotation.represented', 'EReference.represented']].\n[['Student', '"", ""['EAnnotation.represented', 'EStringToStringMapEntry.representation']].\n['EAnnotation""]","['EAnnotation.represented','EStringToStringMapEntry.documentation']","['EAnnotation.represented','EStringToStringMapEntry.text']",EAnnotation.represented,False,False,EStringToStringMapEntry,documentation,EAnnotation,represented,False,False
166,166,166,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.toAfter','EStringToStringMapEntry.documentation'],['EReference.toAfter','EAnnotation.toAfter'],['EReference.toAfter','EAnnotation.toAfter']"," 1 4 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oCF396tEei97MD7GK1RmA', 'key':'documentation','value':'References the GeneralOrderings that specify EventOcurrences that must occur after this OccurrenceSpecification\\n<p>Merged from package UML (URI {@literal http://www.omg.org/spec/UML/20110701}).</p>'}}""

$$",['Add_node'],"['EAnnotation.toAfter','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.toAfter,"[""['EAnnotation.toBefore', 'EStringToStringMapEntry.documentation']].\n['EAnnotation.toBefore"", ""['EReference.toBefore', 'EAnnotation.toBefore'].\n[['firstName', 'lastName'], ['"", ""['EReference.toBefore', 'EAnnotation.toBefore']].\n['EAnnotation.toBefore',"", ""['EAnnotation.toBefore', 'EStringToStringMapEntry.documentation']].\n['EAnnotation.toBefore"", ""['EAnnotation.toAfter', 'EAnnotation.toAfter']].\n['EAnnotation.toAfter', '"", ""['EAnnotation.toAfter', 'EReference.toAfter']].\n['EAnnotation.toAfter',"", ""['EAnnotation.toBefore', 'EStringToStringMapEntry.documentation']].\n['EAnnotation.toAfter""]","['EAnnotation.toAfter','EStringToStringMapEntry.documentation']","['EAnnotation.toBefore','EStringToStringMapEntry.documentation']",EAnnotation.toBefore,False,False,EStringToStringMapEntry,documentation,EAnnotation,toBefore,False,False
171,171,171,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.Type','EStringToStringMapEntry.documentation'],['EClass.Type','EAnnotation.Type'],['EClass.Type','EAnnotation.Type']"," 3 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_oBpbbd6tEei97MD7GK1RmA', 'key':'documentation','value':'A type is a named element that is used as the type for a typed element. A type can be contained in a package.\\r\\nA type constrains the values represented by a typed element.'}}""

$$",['Add_node'],"['EAnnotation.Type','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.Type,"[""['EAnnotation.Type', 'EStringToStringMapEntry.content'], ['EAnnotation.Type', 'E"", ""['EClass.Type', 'EClass.Type'],['EAnnotation.Type', 'EAnnotation.Type']]."", ""['EAnnotation.Type', 'Annotation.Introduction']].\n['AircraftType', 'Aircraft'],"", ""['EAnnotation.Type', 'EStringToStringMapEntry.content']].\n['EAnnotation.Type', '"", ""['EAnnotation.Type', 'EStringToStringMapEntry.target'], ['EAnnotation.Type', 'E"", ""['Course', 'EClass'], ['Course', 'EClass']].\n['Female', 'Person"", ""['EAnnotation.Type', 'EStringToStringMapEntry.content'], ['EAnnotation.Type', 'E""]","['EAnnotation.Type','EStringToStringMapEntry.documentation']","['EAnnotation.Type','EStringToStringMapEntry.content']",EAnnotation.Type,False,False,EStringToStringMapEntry,documentation,EAnnotation,Type,False,False
181,181,181,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.class_behavior','EStringToStringMapEntry.documentation'],['EOperation.class_behavior','EAnnotation.class_behavior'],['EOperation.class_behavior','EAnnotation.class_behavior']"," 4 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_1u0VFd6tEei97MD7GK1RmA', 'key':'documentation','value':'If a behavior is classifier behavior, it does not have a specification.\\nclassifierBehavior->notEmpty() implies classifierBehavior.specification->isEmpty()'}}""

$$",['Add_node'],"['EAnnotation.class_behavior','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.class_behavior,"[""['EAnnotation.class_behavior', 'EStringToStringMapEntry']].\n[['EAnnotation.class_behavior',"", ""['EBestBehavior.class_behavior', 'EAnnotation.class_behavior'], ['EBestBehavior.class_behavior',"", ""['EOperation.class_behavior', 'EOperation.class_behavior']].\n['EOperation.class_behavior', '"", ""['EAnnotation.class_behavior', 'EStringToStringMapEntry.documentation']].\n['EAnnotation.class_behavior"", ""['EAnnotation.class_behavior', 'EStringToStringMapEntry.documentation']].\n['EAnnotation.class_behavior"", ""['ERole.class_behavior', 'EAnnotation.class_behavior']].\n['EState.class_behavior', '"", ""['EAnnotation.class_behavior', 'EStringToStringMapEntry.class']].\n\nSelect concepts: \n\n[['""]","['EAnnotation.class_behavior','EStringToStringMapEntry.documentation']","['EAnnotation.class_behavior','EStringToStringMapEntry.documentation']",EAnnotation.class_behavior,True,False,EStringToStringMapEntry,documentation,EAnnotation,class_behavior,False,False
184,184,184,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EClass.Extension','EOperation.getStereotype']"," 1 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'eOperations'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EOperation', 'attributes': {'id': '_lU7gFt6tEei97MD7GK1RmA', 'name':'getStereotypeEnd','ordered':'false','unique':'true','lowerBound':'0','upperBound':'1','many':'false','required':'false','eType':'Property','eGenericType':'org.eclipse.emf.ecore.impl.EGenericTypeImpl@601a1733 (expression: Property)','eContainingClass':'Extension'}}""

$$",['Add_node'],"['EClass.Extension','EOperation.getStereotypeEnd']",EOperation.getStereotypeEnd,EClass.Extension,"[""['EClass.Extension', 'EOperation.getSuperType']].\n[['Room', 'Costable'],""]","['EClass.Extension','EOperation.getStereotypeEnd']","['EClass.Extension','EOperation.getSuperType']",EClass.Extension,False,False,EOperation,getStereotypeEnd,EClass,Extension,False,False
189,189,189,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.second','EStringToStringMapEntry.documentation'],['EReference.second','EAnnotation.second'],['EReference.second','EAnnotation.second']"," 1 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oJqiN6tEei97MD7GK1RmA', 'key':'documentation','value':'Gives the pin on which an object is placed.\\n<p>Merged from package UML (URI {@literal http://www.omg.org/spec/UML/20110701}).</p>'}}""

$$",['Add_node'],"['EAnnotation.second','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.second,"[""['EAnnotation.value', 'EStringToStringMapEntry.documentation']].\n['EAnnotation.first', '"", ""['EAnnotation.second', 'EAnnotation.second'], ['EReference.second', 'EReference"", ""['EReference.first', 'EAnnotation.first']].\n['EReference.second', 'E"", ""['EAnnotation.vocabulary', 'EStringToStringMapEntry.documentation'], ['EAnnotation.vocabulary',"", ""['EAnnotation.egoState', 'EStringToStringMapEntry.documentation'], ['EAnnotation.ego"", ""['EReference.second', 'EAnnotation.fifth'], ['EReference.second', 'E"", ""['EAnnotation.second', 'EStringToStringMapEntry.base'], ['EAnnotation.second', 'E""]","['EAnnotation.second','EStringToStringMapEntry.documentation']","['EAnnotation.value','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,False,True,EStringToStringMapEntry,documentation,EStringToStringMapEntry,documentation,True,True
195,195,195,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.end_object_input_pin','EStringToStringMapEntry.documentation'],['EOperation.end_object_input_pin','EAnnotation.end_object_input_pin'],['EOperation.end_object_input_pin','EAnnotation.end_object_input_pin']"," 2 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_1u0tQ96tEei97MD7GK1RmA', 'key':'documentation','value':'The value InputPin is not also the qualifier value InputPin.\\nvalue->excludesAll(qualifier.value)'}}""

$$",['Add_node'],"['EAnnotation.end_object_input_pin','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.end_object_input_pin,"[""['EAnnotation.end_object_input_pin', 'EAnnotation.end_object_input_pin.documentation'], ['EAnnotation"", ""['EOperation.end_object_input_pin', 'EAnnotation.end_object_output']].\n['EOperation.end"", ""['EOperation.end_object_output_pin', 'EAnnotation.end_object_output_pin']].\n[['Event',"", ""['EAnnotation.end_object_input_pin', 'EStringToStringMapEntry.documentation']].\n['EAnnotation"", ""['EAnnotation.end_object_input_pin', 'EStringToStringMapEntry.documentation']].\n['EAnnotation"", ""['EOperation.end_object_input_pin', 'EAnnotation.end_object_input_pin']].\n['EAnnotation"", ""['EAnnotation.end_object_input_pin', 'EStringToStringMapEntry.name']].\n['EAnnotation""]","['EAnnotation.end_object_input_pin','EStringToStringMapEntry.documentation']","['EAnnotation.end_object_input_pin','EStringToStringMapEntry.documentation']",EAnnotation.end_object_input_pin,True,False,EStringToStringMapEntry,documentation,EAnnotation,end_object_input_pin,False,False
209,209,209,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.association_ends','EStringToStringMapEntry.documentation'],['EOperation.association_ends','EAnnotation.association_ends'],['EOperation.association_ends','EAnnotation.association_ends']"," 3 0 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_1u0bU96tEei97MD7GK1RmA', 'key':'documentation','value':'Ends of Associations with more than two ends must be owned by the Association itself.\\nmemberEnd->size() > 2 implies ownedEnd->includesAll(memberEnd)'}}""

$$",['Add_node'],"['EAnnotation.association_ends','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.association_ends,"[""['EAnnotation.association_ends', 'EAnnotation.association_ends']].\n['EAnnotation.association"", ""['EOperation.association_ends', 'EAnnotation.association_ends']].\n\n3.3.5"", ""['EOperation.association_concept', 'EAnnotation.association_concept']].\n\nGenerate a list"", ""['EAnnotation.association_ends', 'EStringToEAnnotationEntry.documentation']].\n['EAnnotation"", ""['EAnnotation.association_ends', 'EClassification'].\n['EAnnotation.association_ends', '"", ""['EAnnotation.association_ends', 'EAnnotation.association_ends']].\n['EAnnotation.association"", ""['EAnnotation.association_ends', 'EStringStringMapEntry.documentation']].\n[['Person', '""]","['EAnnotation.association_ends','EStringToStringMapEntry.documentation']","['EAnnotation.association_ends','EAnnotation.association_ends']",EAnnotation.association_ends,False,False,EStringToStringMapEntry,documentation,EAnnotation,association_ends,False,False
212,212,212,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.binary_associations','EStringToStringMapEntry.documentation'],['EOperation.binary_associations','EAnnotation.binary_associations'],['EOperation.binary_associations','EAnnotation.binary_associations']"," 1 3 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_1u0o6t6tEei97MD7GK1RmA', 'key':'documentation','value':'UseCases can only be involved in binary Associations.\\nAssociation.allInstances()->forAll(a | a.memberEnd.type->includes(self) implies a.memberEnd->size() = 2)'}}""

$$",['Add_node'],"['EAnnotation.binary_associations','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.binary_associations,"[""['EAnnotation.binary_associations', 'EAnnotation.binary_associations.fragments']].\n\n# Generate relations of"", ""['EAnnotation.text', 'EAnnotation.text']].\n['EAnnotation.binary_associations', 'E"", ""['EOperation.specific_associations', 'EAnnotation.specific_associations'], ['EAnnotation.k"", ""['EAnnotation.binary_associations', 'EStringToStringMapEntry.documentation']].\n['EAnnotation.binary"", ""['EAnnotation.associationTypes', 'EStringToStringMapEntry.documentation']].\n['EAnnotation.binary"", ""['EOperation.binary_associations', 'EAnnotation.binary_associations']].\n[['Department', 'Location"", ""['EAnnotation.binary_associations', 'EAnnotation.binary_associations']].\n[['Nurse', '""]","['EAnnotation.binary_associations','EStringToStringMapEntry.documentation']","['EAnnotation.binary_associations','EAnnotation.binary_associations.fragments']",EAnnotation.binary_associations,False,False,EStringToStringMapEntry,documentation,EAnnotation,binary_associations,False,False
214,214,214,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.result','EStringToStringMapEntry.documentation'],['EReference.result','EAnnotation.result'],['EReference.result','EAnnotation.result']"," 1 2 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oJov96tEei97MD7GK1RmA', 'key':'documentation','value':'Gives the output pin on which the result is put.\\n<p>Merged from package UML (URI {@literal http://www.omg.org/spec/UML/20110701}).</p>'}}""

$$",['Add_node'],"['EAnnotation.result','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.result,"[""['EAnnotation.result', 'EStringToStringMapEntry.documentation'],['EAnnotation.result', 'EString"", ""['EAnnotation.result', 'EAnnotation.result'], ['EReference.result', 'EAnnotation.result']"", ""['EAnnotation', 'EAnnotation'], ['EReference', 'EAnnotation']].\n['ERe"", ""['EAnnotation.result', 'EStringToStringMapEntry.name']].\n['EAnnotation.result', '"", ""['EAnnotation.result', 'EStringToStringMapEntry.documentation']].\n['EAnnotation.result', '"", ""['EReference.result', 'EAnnotation.result'], ['EReference.result', 'EAnnotation"", ""['EAnnotation.result', 'EStringToStringMapEntry.annotation'], ['EAnnotation.result', 'E""]","['EAnnotation.result','EStringToStringMapEntry.documentation']","['EAnnotation.result','EStringToStringMapEntry.documentation']",EAnnotation.result,True,False,EStringToStringMapEntry,documentation,EAnnotation,result,False,False
220,220,220,experiment_samples/modeling.mdt.uml2!!plugins_org.eclipse.uml2.uml_model_UML.ecore/test_samples.jsonl,"['EAnnotation.substitutingClassifier','EStringToStringMapEntry.documentation'],['EReference.substitutingClassifier','EAnnotation.substitutingClassifier'],['EReference.substitutingClassifier','EAnnotation.substitutingClassifier']"," 3 1 ""{'changeType': 'Add', 'type': 'reference', 'referenceTypeName': 'details'}"" _ ""{'changeType': 'Add', 'type': 'object', 'className': 'EStringToStringMapEntry', 'attributes': {'id': '_0oB-5t6tEei97MD7GK1RmA', 'key':'documentation','value':'Instances of the substituting classifier are runtime substitutable where instances of the contract classifier are expected.\\n<p>Merged from package UML (URI {@literal http://www.omg.org/spec/UML/201107'}}""

$$",['Add_node'],"['EAnnotation.substitutingClassifier','EStringToStringMapEntry.documentation']",EStringToStringMapEntry.documentation,EAnnotation.substitutingClassifier,"[""['EAnnotation.substitutingClassifier', 'EStringToStringMapEntry.classification'], ['EAnnotation"", ""['EAnnotation.substitutingClassifier', 'EAnnotation.substitutingClassifier'], ['EReference"", ""['EAnnotation.substitutingClassifier', 'EAnnotation.substitutingClassifier']].\n['ERe"", ""['EAnnotation.substitutingClassifier', 'EAnnotation.substitutingClassifier.documentation']].\n\n- Can"", ""['EAnnotation.substitutingClassifier', 'EStringToStringMapEntry']['EAnnotation.substituting"", ""['EAnnotation.substitutingClass', 'EAnnotation.substitutingClass'], ['EAnnotation.sub"", ""['EAnnotation.substitutingClassifier', 'EStringToStringMapEntry.annotationClass'], ['EAnnotation""]","['EAnnotation.substitutingClassifier','EStringToStringMapEntry.documentation']","['EAnnotation.substitutingClassifier','EAnnotation.substitutingClassifier']",EAnnotation.substitutingClassifier,False,False,EStringToStringMapEntry,documentation,EAnnotation,substitutingClassifier,False,False
